IDSUCURSAL;NITPROVEEDOR;FECHAEXP;FECHAEST;FECHAENTEGA;ESTADO
104;10000254;24/12/2018;29/12/2018;;Espera
105;10000255;25/12/2018;30/12/2018;29/12/2018;Entregado
106;10000256;26/12/2018;31/12/2018;;Espera
107;10000257;27/12/2018;1/01/2019;31/12/2018;Entregado
108;10000258;28/12/2018;2/01/2019;;Espera
109;10000259;29/12/2018;3/01/2019;;Espera
110;10000260;30/12/2018;4/01/2019;3/01/2019;Entregado
111;10000261;31/12/2018;5/01/2019;4/01/2019;Entregado
112;10000262;1/01/2017;6/01/2017;5/01/2017;Entregado
113;10000263;2/01/2017;7/01/2017;6/01/2017;Entregado
114;10000264;3/01/2017;8/01/2017;7/01/2017;Entregado
115;10000265;4/01/2017;9/01/2017;8/01/2017;Entregado
116;10000266;5/01/2017;10/01/2017;;Espera
117;10000267;6/01/2017;11/01/2017;10/01/2017;Entregado
118;10000268;7/01/2017;12/01/2017;;Espera
119;10000269;8/01/2017;13/01/2017;12/01/2017;Entregado
120;10000270;9/01/2017;14/01/2017;13/01/2017;Entregado
121;10000271;10/01/2017;15/01/2017;;Espera
122;10000272;11/01/2017;16/01/2017;;Espera
123;10000273;12/01/2017;17/01/2017;16/01/2017;Entregado
124;10000274;13/01/2017;18/01/2017;17/01/2017;Entregado
125;10000275;14/01/2017;19/01/2017;;Espera
126;10000276;15/01/2017;20/01/2017;19/01/2017;Entregado
127;10000277;16/01/2017;21/01/2017;;Espera
128;10000278;17/01/2017;22/01/2017;;Espera
129;10000279;18/01/2017;23/01/2017;22/01/2017;Entregado
130;10000280;19/01/2017;24/01/2017;23/01/2017;Entregado
131;10000281;20/01/2017;25/01/2017;;Espera
132;10000282;21/01/2017;26/01/2017;25/01/2017;Entregado
133;10000283;22/01/2017;27/01/2017;;Espera
134;10000284;23/01/2017;28/01/2017;;Espera
135;10000285;24/01/2017;29/01/2017;28/01/2017;Entregado
136;10000286;25/01/2017;30/01/2017;;Espera
137;10000287;26/01/2017;31/01/2017;30/01/2017;Entregado
138;10000288;27/01/2017;1/02/2017;31/01/2017;Entregado
139;10000289;28/01/2017;2/02/2017;1/02/2017;Entregado
140;10000290;29/01/2017;3/02/2017;;Espera
141;10000291;30/01/2017;4/02/2017;;Espera
142;10000292;31/01/2017;5/02/2017;4/02/2017;Entregado
143;10000293;1/02/2017;6/02/2017;5/02/2017;Entregado
144;10000294;2/02/2017;7/02/2017;6/02/2017;Entregado
145;10000295;3/02/2017;8/02/2017;;Espera
146;10000296;4/02/2017;9/02/2017;8/02/2017;Entregado
147;10000297;5/02/2017;10/02/2017;9/02/2017;Entregado
148;10000298;6/02/2017;11/02/2017;10/02/2017;Entregado
149;10000299;7/02/2017;12/02/2017;11/02/2017;Entregado
150;10000300;8/02/2017;13/02/2017;;Espera
1;10000001;9/02/2017;14/02/2017;;Espera
2;10000002;10/02/2017;15/02/2017;14/02/2017;Entregado
3;10000003;11/02/2017;16/02/2017;15/02/2017;Entregado
4;10000004;12/02/2017;17/02/2017;16/02/2017;Entregado
5;10000005;13/02/2017;18/02/2017;17/02/2017;Entregado
6;10000006;14/02/2017;19/02/2017;;Espera
7;10000007;15/02/2017;20/02/2017;;Espera
8;10000008;16/02/2017;21/02/2017;;Espera
9;10000009;17/02/2017;22/02/2017;21/02/2017;Entregado
10;10000010;18/02/2017;23/02/2017;;Espera
11;10000011;19/02/2017;24/02/2017;23/02/2017;Entregado
12;10000012;20/02/2017;25/02/2017;;Espera
13;10000013;21/02/2017;26/02/2017;25/02/2017;Entregado
14;10000014;22/02/2017;27/02/2017;26/02/2017;Entregado
15;10000015;23/02/2017;28/02/2017;;Espera
16;10000016;24/02/2017;1/03/2017;28/02/2017;Entregado
17;10000017;25/02/2017;2/03/2017;1/03/2017;Entregado
18;10000018;26/02/2017;3/03/2017;;Espera
19;10000019;27/02/2017;4/03/2017;3/03/2017;Entregado
20;10000020;28/02/2017;5/03/2017;;Espera
21;10000021;1/03/2017;6/03/2017;;Espera
22;10000022;2/03/2017;7/03/2017;6/03/2017;Entregado
23;10000023;3/03/2017;8/03/2017;;Espera
24;10000024;4/03/2017;9/03/2017;8/03/2017;Entregado
25;10000025;5/03/2017;10/03/2017;9/03/2017;Entregado
26;10000026;6/03/2017;11/03/2017;;Espera
27;10000027;7/03/2017;12/03/2017;11/03/2017;Entregado
28;10000028;8/03/2017;13/03/2017;12/03/2017;Entregado
29;10000029;9/03/2017;14/03/2017;13/03/2017;Entregado
30;10000030;10/03/2017;15/03/2017;14/03/2017;Entregado
31;10000031;11/03/2017;16/03/2017;;Espera
32;10000032;12/03/2017;17/03/2017;16/03/2017;Entregado
33;10000033;13/03/2017;18/03/2017;17/03/2017;Entregado
34;10000034;14/03/2017;19/03/2017;;Espera
35;10000035;15/03/2017;20/03/2017;19/03/2017;Entregado
36;10000036;16/03/2017;21/03/2017;;Espera
37;10000037;17/03/2017;22/03/2017;;Espera
38;10000038;18/03/2017;23/03/2017;22/03/2017;Entregado
39;10000039;19/03/2017;24/03/2017;23/03/2017;Entregado
40;10000040;20/03/2017;25/03/2017;;Espera
41;10000041;21/03/2017;26/03/2017;;Espera
42;10000042;22/03/2017;27/03/2017;;Espera
43;10000043;23/03/2017;28/03/2017;;Espera
44;10000044;24/03/2017;29/03/2017;;Espera
45;10000045;25/03/2017;30/03/2017;;Espera
46;10000046;26/03/2017;31/03/2017;30/03/2017;Entregado
47;10000047;27/03/2017;1/04/2017;31/03/2017;Entregado
48;10000048;28/03/2017;2/04/2017;;Espera
49;10000049;29/03/2017;3/04/2017;2/04/2017;Entregado
50;10000050;30/03/2017;4/04/2017;3/04/2017;Entregado
51;10000051;31/03/2017;5/04/2017;;Espera
52;10000052;1/04/2017;6/04/2017;5/04/2017;Entregado
53;10000053;2/04/2017;7/04/2017;;Espera
54;10000054;3/04/2017;8/04/2017;7/04/2017;Entregado
55;10000055;4/04/2017;9/04/2017;;Espera
56;10000056;5/04/2017;10/04/2017;;Espera
57;10000057;6/04/2017;11/04/2017;10/04/2017;Entregado
58;10000058;7/04/2017;12/04/2017;;Espera
59;10000059;8/04/2017;13/04/2017;12/04/2017;Entregado
60;10000060;9/04/2017;14/04/2017;13/04/2017;Entregado
61;10000061;10/04/2017;15/04/2017;14/04/2017;Entregado
62;10000062;11/04/2017;16/04/2017;15/04/2017;Entregado
63;10000063;12/04/2017;17/04/2017;;Espera
64;10000064;13/04/2017;18/04/2017;;Espera
65;10000065;14/04/2017;19/04/2017;18/04/2017;Entregado
66;10000066;15/04/2017;20/04/2017;19/04/2017;Entregado
67;10000067;16/04/2017;21/04/2017;;Espera
68;10000068;17/04/2017;22/04/2017;21/04/2017;Entregado
69;10000069;18/04/2017;23/04/2017;;Espera
70;10000070;19/04/2017;24/04/2017;;Espera
71;10000071;20/04/2017;25/04/2017;;Espera
72;10000072;21/04/2017;26/04/2017;25/04/2017;Entregado
73;10000073;22/04/2017;27/04/2017;26/04/2017;Entregado
74;10000074;23/04/2017;28/04/2017;;Espera
75;10000075;24/04/2017;29/04/2017;28/04/2017;Entregado
76;10000076;25/04/2017;30/04/2017;;Espera
77;10000077;26/04/2017;1/05/2017;;Espera
78;10000078;27/04/2017;2/05/2017;;Espera
79;10000079;28/04/2017;3/05/2017;;Espera
80;10000080;29/04/2017;4/05/2017;3/05/2017;Entregado
81;10000081;30/04/2017;5/05/2017;4/05/2017;Entregado
82;10000082;1/05/2017;6/05/2017;;Espera
83;10000083;2/05/2017;7/05/2017;;Espera
84;10000084;3/05/2017;8/05/2017;7/05/2017;Entregado
85;10000085;4/05/2017;9/05/2017;8/05/2017;Entregado
86;10000086;5/05/2017;10/05/2017;;Espera
87;10000087;6/05/2017;11/05/2017;;Espera
88;10000088;7/05/2017;12/05/2017;;Espera
89;10000089;8/05/2017;13/05/2017;12/05/2017;Entregado
90;10000090;9/05/2017;14/05/2017;13/05/2017;Entregado
91;10000091;10/05/2017;15/05/2017;;Espera
92;10000092;11/05/2017;16/05/2017;;Espera
93;10000093;12/05/2017;17/05/2017;;Espera
94;10000094;13/05/2017;18/05/2017;;Espera
95;10000095;14/05/2017;19/05/2017;;Espera
96;10000096;15/05/2017;20/05/2017;;Espera
97;10000097;16/05/2017;21/05/2017;;Espera
98;10000098;17/05/2017;22/05/2017;;Espera
99;10000099;18/05/2017;23/05/2017;22/05/2017;Entregado
100;10000100;19/05/2017;24/05/2017;;Espera
101;10000101;20/05/2017;25/05/2017;24/05/2017;Entregado
102;10000102;21/05/2017;26/05/2017;25/05/2017;Entregado
103;10000103;22/05/2017;27/05/2017;26/05/2017;Entregado
104;10000104;23/05/2017;28/05/2017;;Espera
105;10000105;24/05/2017;29/05/2017;;Espera
106;10000106;25/05/2017;30/05/2017;;Espera
107;10000107;26/05/2017;31/05/2017;30/05/2017;Entregado
108;10000108;27/05/2017;1/06/2017;;Espera
109;10000109;28/05/2017;2/06/2017;;Espera
110;10000110;29/05/2017;3/06/2017;;Espera
111;10000111;30/05/2017;4/06/2017;;Espera
112;10000112;31/05/2017;5/06/2017;4/06/2017;Entregado
113;10000113;1/06/2017;6/06/2017;;Espera
114;10000114;2/06/2017;7/06/2017;;Espera
115;10000115;3/06/2017;8/06/2017;7/06/2017;Entregado
116;10000116;4/06/2017;9/06/2017;8/06/2017;Entregado
117;10000117;5/06/2017;10/06/2017;;Espera
118;10000118;6/06/2017;11/06/2017;10/06/2017;Entregado
119;10000119;7/06/2017;12/06/2017;11/06/2017;Entregado
120;10000120;8/06/2017;13/06/2017;;Espera
121;10000121;9/06/2017;14/06/2017;;Espera
122;10000122;10/06/2017;15/06/2017;;Espera
123;10000123;11/06/2017;16/06/2017;15/06/2017;Entregado
124;10000124;12/06/2017;17/06/2017;;Espera
125;10000125;13/06/2017;18/06/2017;17/06/2017;Entregado
126;10000126;14/06/2017;19/06/2017;;Espera
127;10000127;15/06/2017;20/06/2017;19/06/2017;Entregado
128;10000128;16/06/2017;21/06/2017;20/06/2017;Entregado
129;10000129;17/06/2017;22/06/2017;21/06/2017;Entregado
130;10000130;18/06/2017;23/06/2017;;Espera
131;10000131;19/06/2017;24/06/2017;;Espera
132;10000132;20/06/2017;25/06/2017;24/06/2017;Entregado
133;10000133;21/06/2017;26/06/2017;25/06/2017;Entregado
134;10000134;22/06/2017;27/06/2017;26/06/2017;Entregado
135;10000135;23/06/2017;28/06/2017;27/06/2017;Entregado
136;10000136;24/06/2017;29/06/2017;28/06/2017;Entregado
137;10000137;25/06/2017;30/06/2017;;Espera
138;10000138;26/06/2017;1/07/2017;;Espera
139;10000139;27/06/2017;2/07/2017;1/07/2017;Entregado
140;10000140;28/06/2017;3/07/2017;;Espera
141;10000141;29/06/2017;4/07/2017;3/07/2017;Entregado
142;10000142;30/06/2017;5/07/2017;;Espera
143;10000143;1/07/2017;6/07/2017;5/07/2017;Entregado
144;10000144;2/07/2017;7/07/2017;;Espera
145;10000145;3/07/2017;8/07/2017;;Espera
146;10000146;4/07/2017;9/07/2017;;Espera
147;10000147;5/07/2017;10/07/2017;;Espera
148;10000148;6/07/2017;11/07/2017;;Espera
149;10000149;7/07/2017;12/07/2017;11/07/2017;Entregado
150;10000150;8/07/2017;13/07/2017;;Espera
1;10000151;9/07/2017;14/07/2017;13/07/2017;Entregado
2;10000152;10/07/2017;15/07/2017;14/07/2017;Entregado
3;10000153;11/07/2017;16/07/2017;15/07/2017;Entregado
4;10000154;12/07/2017;17/07/2017;16/07/2017;Entregado
5;10000155;13/07/2017;18/07/2017;;Espera
6;10000156;14/07/2017;19/07/2017;18/07/2017;Entregado
7;10000157;15/07/2017;20/07/2017;;Espera
8;10000158;16/07/2017;21/07/2017;;Espera
9;10000159;17/07/2017;22/07/2017;21/07/2017;Entregado
10;10000160;18/07/2017;23/07/2017;22/07/2017;Entregado
11;10000161;19/07/2017;24/07/2017;23/07/2017;Entregado
12;10000162;20/07/2017;25/07/2017;;Espera
13;10000163;21/07/2017;26/07/2017;;Espera
14;10000164;22/07/2017;27/07/2017;26/07/2017;Entregado
15;10000165;23/07/2017;28/07/2017;27/07/2017;Entregado
16;10000166;24/07/2017;29/07/2017;;Espera
17;10000167;25/07/2017;30/07/2017;;Espera
18;10000168;26/07/2017;31/07/2017;;Espera
19;10000169;27/07/2017;1/08/2017;31/07/2017;Entregado
20;10000170;28/07/2017;2/08/2017;;Espera
21;10000171;29/07/2017;3/08/2017;;Espera
22;10000172;30/07/2017;4/08/2017;3/08/2017;Entregado
23;10000173;31/07/2017;5/08/2017;4/08/2017;Entregado
24;10000174;1/08/2017;6/08/2017;;Espera
25;10000175;2/08/2017;7/08/2017;;Espera
26;10000176;3/08/2017;8/08/2017;;Espera
27;10000177;4/08/2017;9/08/2017;8/08/2017;Entregado
28;10000178;5/08/2017;10/08/2017;;Espera
29;10000179;6/08/2017;11/08/2017;10/08/2017;Entregado
30;10000180;7/08/2017;12/08/2017;11/08/2017;Entregado
31;10000181;8/08/2017;13/08/2017;12/08/2017;Entregado
32;10000182;9/08/2017;14/08/2017;13/08/2017;Entregado
33;10000183;10/08/2017;15/08/2017;14/08/2017;Entregado
34;10000184;11/08/2017;16/08/2017;;Espera
35;10000185;12/08/2017;17/08/2017;16/08/2017;Entregado
36;10000186;13/08/2017;18/08/2017;17/08/2017;Entregado
37;10000187;14/08/2017;19/08/2017;18/08/2017;Entregado
38;10000188;15/08/2017;20/08/2017;;Espera
39;10000189;16/08/2017;21/08/2017;;Espera
40;10000190;17/08/2017;22/08/2017;;Espera
41;10000191;18/08/2017;23/08/2017;22/08/2017;Entregado
42;10000192;19/08/2017;24/08/2017;;Espera
43;10000193;20/08/2017;25/08/2017;;Espera
44;10000194;21/08/2017;26/08/2017;25/08/2017;Entregado
45;10000195;22/08/2017;27/08/2017;;Espera
46;10000196;23/08/2017;28/08/2017;;Espera
47;10000197;24/08/2017;29/08/2017;;Espera
48;10000198;25/08/2017;30/08/2017;;Espera
49;10000199;26/08/2017;31/08/2017;30/08/2017;Entregado
50;10000200;27/08/2017;1/09/2017;31/08/2017;Entregado
51;10000201;28/08/2017;2/09/2017;;Espera
52;10000202;29/08/2017;3/09/2017;;Espera
53;10000203;30/08/2017;4/09/2017;3/09/2017;Entregado
54;10000204;31/08/2017;5/09/2017;;Espera
55;10000205;1/09/2017;6/09/2017;;Espera
56;10000206;2/09/2017;7/09/2017;6/09/2017;Entregado
57;10000207;3/09/2017;8/09/2017;7/09/2017;Entregado
58;10000208;4/09/2017;9/09/2017;8/09/2017;Entregado
59;10000209;5/09/2017;10/09/2017;9/09/2017;Entregado
60;10000210;6/09/2017;11/09/2017;10/09/2017;Entregado
61;10000211;7/09/2017;12/09/2017;11/09/2017;Entregado
62;10000212;8/09/2017;13/09/2017;;Espera
63;10000213;9/09/2017;14/09/2017;13/09/2017;Entregado
64;10000214;10/09/2017;15/09/2017;14/09/2017;Entregado
65;10000215;11/09/2017;16/09/2017;;Espera
66;10000216;12/09/2017;17/09/2017;;Espera
67;10000217;13/09/2017;18/09/2017;17/09/2017;Entregado
68;10000218;14/09/2017;19/09/2017;;Espera
69;10000219;15/09/2017;20/09/2017;;Espera
70;10000220;16/09/2017;21/09/2017;20/09/2017;Entregado
71;10000221;17/09/2017;22/09/2017;21/09/2017;Entregado
72;10000222;18/09/2017;23/09/2017;22/09/2017;Entregado
73;10000223;19/09/2017;24/09/2017;;Espera
74;10000224;20/09/2017;25/09/2017;;Espera
75;10000225;21/09/2017;26/09/2017;;Espera
76;10000226;22/09/2017;27/09/2017;;Espera
77;10000227;23/09/2017;28/09/2017;27/09/2017;Entregado
78;10000228;24/09/2017;29/09/2017;;Espera
79;10000229;25/09/2017;30/09/2017;;Espera
80;10000230;26/09/2017;1/10/2017;30/09/2017;Entregado
81;10000231;27/09/2017;2/10/2017;1/10/2017;Entregado
82;10000232;28/09/2017;3/10/2017;;Espera
83;10000233;29/09/2017;4/10/2017;3/10/2017;Entregado
84;10000234;30/09/2017;5/10/2017;;Espera
85;10000235;1/10/2017;6/10/2017;;Espera
86;10000236;2/10/2017;7/10/2017;;Espera
87;10000237;3/10/2017;8/10/2017;;Espera
88;10000238;4/10/2017;9/10/2017;8/10/2017;Entregado
89;10000239;5/10/2017;10/10/2017;;Espera
90;10000240;6/10/2017;11/10/2017;;Espera
91;10000241;7/10/2017;12/10/2017;;Espera
92;10000242;8/10/2017;13/10/2017;12/10/2017;Entregado
93;10000243;9/10/2017;14/10/2017;;Espera
94;10000244;10/10/2017;15/10/2017;;Espera
95;10000245;11/10/2017;16/10/2017;15/10/2017;Entregado
96;10000246;12/10/2017;17/10/2017;16/10/2017;Entregado
97;10000247;13/10/2017;18/10/2017;17/10/2017;Entregado
98;10000248;14/10/2017;19/10/2017;;Espera
99;10000249;15/10/2017;20/10/2017;19/10/2017;Entregado
100;10000250;16/10/2017;21/10/2017;;Espera
101;10000251;17/10/2017;22/10/2017;21/10/2017;Entregado
102;10000252;18/10/2017;23/10/2017;22/10/2017;Entregado
103;10000253;19/10/2017;24/10/2017;;Espera
104;10000254;20/10/2017;25/10/2017;;Espera
105;10000255;21/10/2017;26/10/2017;;Espera
106;10000256;22/10/2017;27/10/2017;26/10/2017;Entregado
107;10000257;23/10/2017;28/10/2017;;Espera
108;10000258;24/10/2017;29/10/2017;;Espera
109;10000259;25/10/2017;30/10/2017;;Espera
110;10000260;26/10/2017;31/10/2017;30/10/2017;Entregado
111;10000261;27/10/2017;1/11/2017;31/10/2017;Entregado
112;10000262;28/10/2017;2/11/2017;1/11/2017;Entregado
113;10000263;29/10/2017;3/11/2017;;Espera
114;10000264;30/10/2017;4/11/2017;3/11/2017;Entregado
115;10000265;31/10/2017;5/11/2017;;Espera
116;10000266;1/11/2017;6/11/2017;5/11/2017;Entregado
117;10000267;2/11/2017;7/11/2017;6/11/2017;Entregado
118;10000268;3/11/2017;8/11/2017;;Espera
119;10000269;4/11/2017;9/11/2017;8/11/2017;Entregado
120;10000270;5/11/2017;10/11/2017;9/11/2017;Entregado
121;10000271;6/11/2017;11/11/2017;;Espera
122;10000272;7/11/2017;12/11/2017;;Espera
123;10000273;8/11/2017;13/11/2017;12/11/2017;Entregado
124;10000274;9/11/2017;14/11/2017;13/11/2017;Entregado
125;10000275;10/11/2017;15/11/2017;;Espera
126;10000276;11/11/2017;16/11/2017;15/11/2017;Entregado
127;10000277;12/11/2017;17/11/2017;;Espera
128;10000278;13/11/2017;18/11/2017;17/11/2017;Entregado
129;10000279;14/11/2017;19/11/2017;18/11/2017;Entregado
130;10000280;15/11/2017;20/11/2017;19/11/2017;Entregado
131;10000281;16/11/2017;21/11/2017;20/11/2017;Entregado
132;10000282;17/11/2017;22/11/2017;;Espera
133;10000283;18/11/2017;23/11/2017;22/11/2017;Entregado
134;10000284;19/11/2017;24/11/2017;;Espera
135;10000285;20/11/2017;25/11/2017;;Espera
136;10000286;21/11/2017;26/11/2017;25/11/2017;Entregado
137;10000287;22/11/2017;27/11/2017;26/11/2017;Entregado
138;10000288;23/11/2017;28/11/2017;;Espera
139;10000289;24/11/2017;29/11/2017;28/11/2017;Entregado
140;10000290;25/11/2017;30/11/2017;29/11/2017;Entregado
141;10000291;26/11/2017;1/12/2017;30/11/2017;Entregado
142;10000292;27/11/2017;2/12/2017;1/12/2017;Entregado
143;10000293;28/11/2017;3/12/2017;;Espera
144;10000294;29/11/2017;4/12/2017;3/12/2017;Entregado
145;10000295;30/11/2017;5/12/2017;4/12/2017;Entregado
146;10000296;1/12/2017;6/12/2017;;Espera
147;10000297;2/12/2017;7/12/2017;6/12/2017;Entregado
148;10000298;3/12/2017;8/12/2017;7/12/2017;Entregado
149;10000299;4/12/2017;9/12/2017;;Espera
150;10000300;5/12/2017;10/12/2017;;Espera
1;10000001;6/12/2017;11/12/2017;10/12/2017;Entregado
2;10000002;7/12/2017;12/12/2017;11/12/2017;Entregado
3;10000003;8/12/2017;13/12/2017;12/12/2017;Entregado
4;10000004;9/12/2017;14/12/2017;13/12/2017;Entregado
5;10000005;10/12/2017;15/12/2017;;Espera
6;10000006;11/12/2017;16/12/2017;;Espera
7;10000007;12/12/2017;17/12/2017;16/12/2017;Entregado
8;10000008;13/12/2017;18/12/2017;;Espera
9;10000009;14/12/2017;19/12/2017;;Espera
10;10000010;15/12/2017;20/12/2017;19/12/2017;Entregado
11;10000011;16/12/2017;21/12/2017;20/12/2017;Entregado
12;10000012;17/12/2017;22/12/2017;;Espera
13;10000013;18/12/2017;23/12/2017;22/12/2017;Entregado
14;10000014;19/12/2017;24/12/2017;;Espera
15;10000015;20/12/2017;25/12/2017;24/12/2017;Entregado
16;10000016;21/12/2017;26/12/2017;25/12/2017;Entregado
17;10000017;22/12/2017;27/12/2017;26/12/2017;Entregado
18;10000018;23/12/2017;28/12/2017;;Espera
19;10000019;24/12/2017;29/12/2017;28/12/2017;Entregado
20;10000020;25/12/2017;30/12/2017;29/12/2017;Entregado
21;10000021;26/12/2017;31/12/2017;;Espera
22;10000022;27/12/2017;1/01/2018;31/12/2017;Entregado
23;10000023;28/12/2017;2/01/2018;;Espera
24;10000024;29/12/2017;3/01/2018;;Espera
25;10000025;30/12/2017;4/01/2018;;Espera
26;10000026;31/12/2017;5/01/2018;;Espera
27;10000027;1/01/2018;6/01/2018;5/01/2018;Entregado
28;10000028;2/01/2018;7/01/2018;;Espera
29;10000029;3/01/2018;8/01/2018;7/01/2018;Entregado
30;10000030;4/01/2018;9/01/2018;8/01/2018;Entregado
31;10000031;5/01/2018;10/01/2018;9/01/2018;Entregado
32;10000032;6/01/2018;11/01/2018;;Espera
33;10000033;7/01/2018;12/01/2018;;Espera
34;10000034;8/01/2018;13/01/2018;;Espera
35;10000035;9/01/2018;14/01/2018;13/01/2018;Entregado
36;10000036;10/01/2018;15/01/2018;;Espera
37;10000037;11/01/2018;16/01/2018;;Espera
38;10000038;12/01/2018;17/01/2018;;Espera
39;10000039;13/01/2018;18/01/2018;17/01/2018;Entregado
40;10000040;14/01/2018;19/01/2018;18/01/2018;Entregado
41;10000041;15/01/2018;20/01/2018;;Espera
42;10000042;16/01/2018;21/01/2018;;Espera
43;10000043;17/01/2018;22/01/2018;21/01/2018;Entregado
44;10000044;18/01/2018;23/01/2018;;Espera
45;10000045;19/01/2018;24/01/2018;23/01/2018;Entregado
46;10000046;20/01/2018;25/01/2018;24/01/2018;Entregado
47;10000047;21/01/2018;26/01/2018;;Espera
48;10000048;22/01/2018;27/01/2018;;Espera
49;10000049;23/01/2018;28/01/2018;;Espera
50;10000050;24/01/2018;29/01/2018;;Espera
51;10000051;25/01/2018;30/01/2018;;Espera
52;10000052;26/01/2018;31/01/2018;30/01/2018;Entregado
53;10000053;27/01/2018;1/02/2018;31/01/2018;Entregado
54;10000054;28/01/2018;2/02/2018;;Espera
55;10000055;29/01/2018;3/02/2018;2/02/2018;Entregado
56;10000056;30/01/2018;4/02/2018;;Espera
57;10000057;31/01/2018;5/02/2018;;Espera
58;10000058;1/02/2018;6/02/2018;5/02/2018;Entregado
59;10000059;2/02/2018;7/02/2018;;Espera
60;10000060;3/02/2018;8/02/2018;7/02/2018;Entregado
61;10000061;4/02/2018;9/02/2018;8/02/2018;Entregado
62;10000062;5/02/2018;10/02/2018;;Espera
63;10000063;6/02/2018;11/02/2018;;Espera
64;10000064;7/02/2018;12/02/2018;;Espera
65;10000065;8/02/2018;13/02/2018;12/02/2018;Entregado
66;10000066;9/02/2018;14/02/2018;;Espera
67;10000067;10/02/2018;15/02/2018;;Espera
68;10000068;11/02/2018;16/02/2018;;Espera
69;10000069;12/02/2018;17/02/2018;16/02/2018;Entregado
70;10000070;13/02/2018;18/02/2018;;Espera
71;10000071;14/02/2018;19/02/2018;;Espera
72;10000072;15/02/2018;20/02/2018;;Espera
73;10000073;16/02/2018;21/02/2018;;Espera
74;10000074;17/02/2018;22/02/2018;;Espera
75;10000075;18/02/2018;23/02/2018;22/02/2018;Entregado
76;10000076;19/02/2018;24/02/2018;;Espera
77;10000077;20/02/2018;25/02/2018;;Espera
78;10000078;21/02/2018;26/02/2018;;Espera
79;10000079;22/02/2018;27/02/2018;;Espera
80;10000080;23/02/2018;28/02/2018;;Espera
81;10000081;24/02/2018;1/03/2018;;Espera
82;10000082;25/02/2018;2/03/2018;1/03/2018;Entregado
83;10000083;26/02/2018;3/03/2018;2/03/2018;Entregado
84;10000084;27/02/2018;4/03/2018;3/03/2018;Entregado
85;10000085;28/02/2018;5/03/2018;;Espera
86;10000086;1/03/2018;6/03/2018;5/03/2018;Entregado
87;10000087;2/03/2018;7/03/2018;6/03/2018;Entregado
88;10000088;3/03/2018;8/03/2018;7/03/2018;Entregado
89;10000089;4/03/2018;9/03/2018;8/03/2018;Entregado
90;10000090;5/03/2018;10/03/2018;;Espera
91;10000091;6/03/2018;11/03/2018;10/03/2018;Entregado
92;10000092;7/03/2018;12/03/2018;11/03/2018;Entregado
93;10000093;8/03/2018;13/03/2018;;Espera
94;10000094;9/03/2018;14/03/2018;13/03/2018;Entregado
95;10000095;10/03/2018;15/03/2018;;Espera
96;10000096;11/03/2018;16/03/2018;15/03/2018;Entregado
97;10000097;12/03/2018;17/03/2018;16/03/2018;Entregado
98;10000098;13/03/2018;18/03/2018;;Espera
99;10000099;14/03/2018;19/03/2018;;Espera
100;10000100;15/03/2018;20/03/2018;19/03/2018;Entregado
101;10000101;16/03/2018;21/03/2018;20/03/2018;Entregado
102;10000102;17/03/2018;22/03/2018;;Espera
103;10000103;18/03/2018;23/03/2018;22/03/2018;Entregado
