CodigoBarras;idCategoria;IdTipoProducto;Nombre;Marca;PRESENTACION;CantidadPresen;Unimedida;Volumen;Peso
1000000001053;1;1;Nombre N;Marca N;Presentacion N;4;gr;1553;169285
1000000001054;2;2;Nombre O;Marca O;Presentacion O;10;gr;1554;169440
1000000001055;3;3;Nombre P;Marca P;Presentacion P;9;gr;1555;169595
1000000001056;4;4;Nombre Q;Marca Q;Presentacion Q;8;ml;1556;169750
1000000001057;5;5;Nombre R;Marca R;Presentacion R;1;gr;1557;169905
1000000001058;6;6;Nombre S;Marca S;Presentacion S;9;ml;1558;170060
1000000001059;7;7;Nombre T;Marca T;Presentacion T;8;ml;1559;170215
1000000001060;8;8;Nombre U;Marca U;Presentacion U;3;gr;1560;170370
1000000001061;9;9;Nombre V;Marca V;Presentacion V;4;ml;1561;170525
1000000001062;1;1;Nombre W;Marca W;Presentacion W;1;ml;1562;170680
1000000001063;2;2;Nombre X;Marca X;Presentacion X;4;gr;1563;170835
1000000001064;3;3;Nombre Y;Marca Y;Presentacion Y;2;gr;1564;170990
1000000001065;4;4;Nombre Z;Marca Z;Presentacion Z;5;gr;1565;171145
1000000001066;5;5;Nombre A;Marca A;Presentacion A;5;ml;1566;171300
1000000001067;6;6;Nombre B;Marca B;Presentacion B;8;gr;1567;171455
1000000001068;7;7;Nombre C;Marca C;Presentacion C;4;ml;1568;171610
1000000001069;8;8;Nombre D;Marca D;Presentacion D;5;ml;1569;171765
1000000001070;9;9;Nombre E;Marca E;Presentacion E;7;gr;1570;171920
1000000001071;1;1;Nombre F;Marca F;Presentacion F;1;ml;1571;172075
1000000001072;2;2;Nombre G;Marca G;Presentacion G;6;ml;1572;172230
1000000001073;3;3;Nombre H;Marca H;Presentacion H;5;gr;1573;172385
1000000001074;4;4;Nombre I;Marca I;Presentacion I;10;gr;1574;172540
1000000001075;5;5;Nombre J;Marca J;Presentacion J;2;gr;1575;172695
1000000001076;6;6;Nombre K;Marca K;Presentacion K;4;ml;1576;172850
1000000001077;7;7;Nombre L;Marca L;Presentacion L;9;gr;1577;173005
1000000001078;8;8;Nombre M;Marca M;Presentacion M;5;ml;1578;173160
1000000001079;9;9;Nombre N;Marca N;Presentacion N;2;ml;1579;173315
1000000001080;1;1;Nombre O;Marca O;Presentacion O;7;gr;1580;173470
1000000001081;2;2;Nombre P;Marca P;Presentacion P;2;ml;1581;173625
1000000001082;3;3;Nombre Q;Marca Q;Presentacion Q;4;ml;1582;173780
1000000001083;4;4;Nombre R;Marca R;Presentacion R;3;gr;1583;173935
1000000001084;5;5;Nombre S;Marca S;Presentacion S;3;gr;1584;174090
1000000001085;6;6;Nombre T;Marca T;Presentacion T;2;gr;1585;174245
1000000001086;7;7;Nombre U;Marca U;Presentacion U;8;ml;1586;174400
1000000001087;8;8;Nombre V;Marca V;Presentacion V;9;gr;1587;174555
1000000001088;9;9;Nombre W;Marca W;Presentacion W;10;ml;1588;174710
1000000001089;1;1;Nombre X;Marca X;Presentacion X;8;ml;1589;174865
1000000001090;2;2;Nombre Y;Marca Y;Presentacion Y;7;gr;1590;175020
1000000001091;3;3;Nombre Z;Marca Z;Presentacion Z;6;ml;1591;175175
1000000001092;4;4;Nombre A;Marca A;Presentacion A;8;ml;1592;175330
1000000001093;5;5;Nombre B;Marca B;Presentacion B;8;gr;1593;175485
1000000001094;6;6;Nombre C;Marca C;Presentacion C;9;gr;1594;175640
1000000001095;7;7;Nombre D;Marca D;Presentacion D;6;gr;1595;175795
1000000001096;8;8;Nombre E;Marca E;Presentacion E;5;ml;1596;175950
1000000001097;9;9;Nombre F;Marca F;Presentacion F;10;gr;1597;176105
1000000001098;1;1;Nombre G;Marca G;Presentacion G;5;ml;1598;176260
1000000001099;2;2;Nombre H;Marca H;Presentacion H;7;ml;1599;176415
1000000001100;3;3;Nombre I;Marca I;Presentacion I;10;gr;1600;176570
1000000001101;4;4;Nombre J;Marca J;Presentacion J;2;ml;1601;176725
1000000001102;5;5;Nombre K;Marca K;Presentacion K;3;ml;1602;176880
1000000001103;6;6;Nombre L;Marca L;Presentacion L;9;gr;1603;177035
1000000001104;7;7;Nombre M;Marca M;Presentacion M;8;gr;1604;177190
1000000001105;8;8;Nombre N;Marca N;Presentacion N;7;gr;1605;177345
1000000001106;9;9;Nombre O;Marca O;Presentacion O;9;ml;1606;177500
1000000001107;1;1;Nombre P;Marca P;Presentacion P;2;gr;1607;177655
1000000001108;2;2;Nombre Q;Marca Q;Presentacion Q;4;ml;1608;177810
1000000001109;3;3;Nombre R;Marca R;Presentacion R;9;ml;1609;177965
1000000001110;4;4;Nombre S;Marca S;Presentacion S;7;gr;1610;178120
1000000001111;5;5;Nombre T;Marca T;Presentacion T;4;ml;1611;178275
1000000001112;6;6;Nombre U;Marca U;Presentacion U;3;ml;1612;178430
1000000001113;7;7;Nombre V;Marca V;Presentacion V;9;gr;1613;178585
1000000001114;8;8;Nombre W;Marca W;Presentacion W;2;gr;1614;178740
1000000001115;9;9;Nombre X;Marca X;Presentacion X;3;gr;1615;178895
1000000001116;1;1;Nombre Y;Marca Y;Presentacion Y;9;ml;1616;179050
1000000001117;2;2;Nombre Z;Marca Z;Presentacion Z;3;gr;1617;179205
1000000001118;3;3;Nombre A;Marca A;Presentacion A;9;ml;1618;179360
1000000001119;4;4;Nombre B;Marca B;Presentacion B;1;ml;1619;179515
1000000001120;5;5;Nombre C;Marca C;Presentacion C;7;gr;1620;179670
1000000001121;6;6;Nombre D;Marca D;Presentacion D;9;ml;1621;179825
1000000001122;7;7;Nombre E;Marca E;Presentacion E;10;ml;1622;179980
1000000001123;8;8;Nombre F;Marca F;Presentacion F;6;gr;1623;180135
1000000001124;9;9;Nombre G;Marca G;Presentacion G;3;gr;1624;180290
1000000001125;1;1;Nombre H;Marca H;Presentacion H;10;gr;1625;180445
1000000001126;2;2;Nombre I;Marca I;Presentacion I;7;ml;1626;180600
1000000001127;3;3;Nombre J;Marca J;Presentacion J;2;gr;1627;180755
1000000001128;4;4;Nombre K;Marca K;Presentacion K;9;ml;1628;180910
1000000001129;5;5;Nombre L;Marca L;Presentacion L;10;ml;1629;181065
1000000001130;6;6;Nombre M;Marca M;Presentacion M;5;gr;1630;181220
1000000001131;7;7;Nombre N;Marca N;Presentacion N;7;ml;1631;181375
1000000001132;8;8;Nombre O;Marca O;Presentacion O;4;ml;1632;181530
1000000001133;9;9;Nombre P;Marca P;Presentacion P;2;gr;1633;181685
1000000001134;1;1;Nombre Q;Marca Q;Presentacion Q;7;gr;1634;181840
1000000001135;2;2;Nombre R;Marca R;Presentacion R;5;gr;1635;181995
1000000001136;3;3;Nombre S;Marca S;Presentacion S;4;ml;1636;182150
1000000001137;4;4;Nombre T;Marca T;Presentacion T;9;gr;1637;182305
1000000001138;5;5;Nombre U;Marca U;Presentacion U;5;ml;1638;182460
1000000001139;6;6;Nombre V;Marca V;Presentacion V;1;ml;1639;182615
1000000001140;7;7;Nombre W;Marca W;Presentacion W;1;gr;1640;182770
1000000001141;8;8;Nombre X;Marca X;Presentacion X;6;ml;1641;182925
1000000001142;9;9;Nombre Y;Marca Y;Presentacion Y;10;ml;1642;183080
1000000001143;1;1;Nombre Z;Marca Z;Presentacion Z;2;gr;1643;183235
1000000001144;2;2;Nombre A;Marca A;Presentacion A;8;gr;1644;183390
1000000001145;3;3;Nombre B;Marca B;Presentacion B;9;gr;1645;183545
1000000001146;4;4;Nombre C;Marca C;Presentacion C;6;ml;1646;183700
1000000001147;5;5;Nombre D;Marca D;Presentacion D;5;gr;1647;183855
1000000001148;6;6;Nombre E;Marca E;Presentacion E;3;ml;1648;184010
1000000001149;7;7;Nombre F;Marca F;Presentacion F;9;ml;1649;184165
1000000001150;8;8;Nombre G;Marca G;Presentacion G;1;gr;1650;184320
1000000001151;9;9;Nombre H;Marca H;Presentacion H;2;ml;1651;184475
1000000001152;1;1;Nombre I;Marca I;Presentacion I;2;ml;1652;184630
1000000001153;2;2;Nombre J;Marca J;Presentacion J;2;gr;1653;184785
1000000001154;3;3;Nombre K;Marca K;Presentacion K;1;gr;1654;184940
1000000001155;4;4;Nombre L;Marca L;Presentacion L;3;gr;1655;185095
1000000001156;5;5;Nombre M;Marca M;Presentacion M;6;ml;1656;185250
1000000001157;6;6;Nombre N;Marca N;Presentacion N;5;gr;1657;185405
1000000001158;7;7;Nombre O;Marca O;Presentacion O;8;ml;1658;185560
1000000001159;8;8;Nombre P;Marca P;Presentacion P;8;ml;1659;185715
1000000001160;9;9;Nombre Q;Marca Q;Presentacion Q;4;gr;1660;185870
1000000001161;1;1;Nombre R;Marca R;Presentacion R;9;ml;1661;186025
1000000001162;2;2;Nombre S;Marca S;Presentacion S;7;ml;1662;186180
1000000001163;3;3;Nombre T;Marca T;Presentacion T;10;gr;1663;186335
1000000001164;4;4;Nombre U;Marca U;Presentacion U;1;gr;1664;186490
1000000001165;5;5;Nombre V;Marca V;Presentacion V;7;gr;1665;186645
1000000001166;6;6;Nombre W;Marca W;Presentacion W;7;ml;1666;186800
1000000001167;7;7;Nombre X;Marca X;Presentacion X;5;gr;1667;186955
1000000001168;8;8;Nombre Y;Marca Y;Presentacion Y;10;ml;1668;187110
1000000001169;9;9;Nombre Z;Marca Z;Presentacion Z;8;ml;1669;187265
1000000001170;1;1;Nombre A;Marca A;Presentacion A;9;gr;1670;187420
1000000001171;2;2;Nombre B;Marca B;Presentacion B;3;ml;1671;187575
1000000001172;3;3;Nombre C;Marca C;Presentacion C;10;ml;1672;187730
1000000001173;4;4;Nombre D;Marca D;Presentacion D;1;gr;1673;187885
1000000001174;5;5;Nombre E;Marca E;Presentacion E;9;gr;1674;188040
1000000001175;6;6;Nombre F;Marca F;Presentacion F;2;gr;1675;188195
1000000001176;7;7;Nombre G;Marca G;Presentacion G;6;ml;1676;188350
1000000001177;8;8;Nombre H;Marca H;Presentacion H;1;gr;1677;188505
1000000001178;9;9;Nombre I;Marca I;Presentacion I;2;ml;1678;188660
1000000001179;1;1;Nombre J;Marca J;Presentacion J;6;ml;1679;188815
1000000001180;2;2;Nombre K;Marca K;Presentacion K;1;gr;1680;188970
1000000001181;3;3;Nombre L;Marca L;Presentacion L;2;ml;1681;189125
1000000001182;4;4;Nombre M;Marca M;Presentacion M;9;ml;1682;189280
1000000001183;5;5;Nombre N;Marca N;Presentacion N;10;gr;1683;189435
1000000001184;6;6;Nombre O;Marca O;Presentacion O;6;gr;1684;189590
1000000001185;7;7;Nombre P;Marca P;Presentacion P;4;gr;1685;189745
1000000001186;8;8;Nombre Q;Marca Q;Presentacion Q;7;ml;1686;189900
1000000001187;9;9;Nombre R;Marca R;Presentacion R;10;gr;1687;190055
1000000001188;1;1;Nombre S;Marca S;Presentacion S;2;ml;1688;190210
1000000001189;2;2;Nombre T;Marca T;Presentacion T;1;ml;1689;190365
1000000001190;3;3;Nombre U;Marca U;Presentacion U;3;gr;1690;190520
1000000001191;4;4;Nombre V;Marca V;Presentacion V;2;ml;1691;190675
1000000001192;5;5;Nombre W;Marca W;Presentacion W;7;ml;1692;190830
1000000001193;6;6;Nombre X;Marca X;Presentacion X;3;gr;1693;190985
1000000001194;7;7;Nombre Y;Marca Y;Presentacion Y;1;gr;1694;191140
1000000001195;8;8;Nombre Z;Marca Z;Presentacion Z;7;gr;1695;191295
1000000001196;9;9;Nombre A;Marca A;Presentacion A;1;ml;1696;191450
1000000001197;1;1;Nombre B;Marca B;Presentacion B;3;gr;1697;191605
1000000001198;2;2;Nombre C;Marca C;Presentacion C;2;ml;1698;191760
1000000001199;3;3;Nombre D;Marca D;Presentacion D;10;ml;1699;191915
1000000001200;4;4;Nombre E;Marca E;Presentacion E;8;gr;1700;192070
1000000001201;5;5;Nombre F;Marca F;Presentacion F;4;ml;1701;192225
1000000001202;6;6;Nombre G;Marca G;Presentacion G;5;ml;1702;192380
1000000001203;7;7;Nombre H;Marca H;Presentacion H;4;gr;1703;192535
1000000001204;8;8;Nombre I;Marca I;Presentacion I;5;gr;1704;192690
1000000001205;9;9;Nombre J;Marca J;Presentacion J;2;gr;1705;192845
1000000001206;1;1;Nombre K;Marca K;Presentacion K;9;ml;1706;193000
1000000001207;2;2;Nombre L;Marca L;Presentacion L;2;gr;1707;193155
1000000001208;3;3;Nombre M;Marca M;Presentacion M;6;ml;1708;193310
1000000001209;4;4;Nombre N;Marca N;Presentacion N;9;ml;1709;193465
1000000001210;5;5;Nombre O;Marca O;Presentacion O;5;gr;1710;193620
1000000001211;6;6;Nombre P;Marca P;Presentacion P;6;ml;1711;193775
1000000001212;7;7;Nombre Q;Marca Q;Presentacion Q;1;ml;1712;193930
1000000001213;8;8;Nombre R;Marca R;Presentacion R;9;gr;1713;194085
1000000001214;9;9;Nombre S;Marca S;Presentacion S;7;gr;1714;194240
1000000001215;1;1;Nombre T;Marca T;Presentacion T;9;gr;1715;194395
1000000001216;2;2;Nombre U;Marca U;Presentacion U;8;ml;1716;194550
1000000001217;3;3;Nombre V;Marca V;Presentacion V;8;gr;1717;194705
1000000001218;4;4;Nombre W;Marca W;Presentacion W;1;ml;1718;194860
1000000001219;5;5;Nombre X;Marca X;Presentacion X;4;ml;1719;195015
1000000001220;6;6;Nombre Y;Marca Y;Presentacion Y;7;gr;1720;195170
1000000001221;7;7;Nombre Z;Marca Z;Presentacion Z;8;ml;1721;195325
1000000001222;8;8;Nombre A;Marca A;Presentacion A;8;ml;1722;195480
1000000001223;9;9;Nombre B;Marca B;Presentacion B;5;gr;1723;195635
1000000001224;1;1;Nombre C;Marca C;Presentacion C;1;gr;1724;195790
1000000001225;2;2;Nombre D;Marca D;Presentacion D;6;gr;1725;195945
1000000001226;3;3;Nombre E;Marca E;Presentacion E;4;ml;1726;196100
1000000001227;4;4;Nombre F;Marca F;Presentacion F;10;gr;1727;196255
1000000001228;5;5;Nombre G;Marca G;Presentacion G;2;ml;1728;196410
1000000001229;6;6;Nombre H;Marca H;Presentacion H;10;ml;1729;196565
1000000001230;7;7;Nombre I;Marca I;Presentacion I;1;gr;1730;196720
1000000001231;8;8;Nombre J;Marca J;Presentacion J;10;ml;1731;196875
1000000001232;9;9;Nombre K;Marca K;Presentacion K;6;ml;1732;197030
1000000001233;1;1;Nombre L;Marca L;Presentacion L;10;gr;1733;197185
1000000001234;2;2;Nombre M;Marca M;Presentacion M;7;gr;1734;197340
1000000001235;3;3;Nombre N;Marca N;Presentacion N;1;gr;1735;197495
1000000001236;4;4;Nombre O;Marca O;Presentacion O;8;ml;1736;197650
1000000001237;5;5;Nombre P;Marca P;Presentacion P;7;gr;1737;197805
1000000001238;6;6;Nombre Q;Marca Q;Presentacion Q;7;ml;1738;197960
1000000001239;7;7;Nombre R;Marca R;Presentacion R;1;ml;1739;198115
1000000001240;8;8;Nombre S;Marca S;Presentacion S;10;gr;1740;198270
1000000001241;9;9;Nombre T;Marca T;Presentacion T;9;ml;1741;198425
1000000001242;1;1;Nombre U;Marca U;Presentacion U;5;ml;1742;198580
1000000001243;2;2;Nombre V;Marca V;Presentacion V;5;gr;1743;198735
1000000001244;3;3;Nombre W;Marca W;Presentacion W;9;gr;1744;198890
1000000001245;4;4;Nombre X;Marca X;Presentacion X;3;gr;1745;199045
1000000001246;5;5;Nombre Y;Marca Y;Presentacion Y;10;ml;1746;199200
1000000001247;6;6;Nombre Z;Marca Z;Presentacion Z;9;gr;1747;199355
1000000001248;7;7;Nombre A;Marca A;Presentacion A;3;ml;1748;199510
1000000001249;8;8;Nombre B;Marca B;Presentacion B;10;ml;1749;199665
1000000001250;9;9;Nombre C;Marca C;Presentacion C;10;gr;1750;199820
1000000001251;1;1;Nombre D;Marca D;Presentacion D;9;ml;1751;199975
1000000001252;2;2;Nombre E;Marca E;Presentacion E;9;ml;1752;200130
1000000001253;3;3;Nombre F;Marca F;Presentacion F;10;gr;1753;200285
1000000001254;4;4;Nombre G;Marca G;Presentacion G;1;gr;1754;200440
1000000001255;5;5;Nombre H;Marca H;Presentacion H;4;gr;1755;200595
1000000001256;6;6;Nombre I;Marca I;Presentacion I;5;ml;1756;200750
1000000001257;7;7;Nombre J;Marca J;Presentacion J;1;gr;1757;200905
1000000001258;8;8;Nombre K;Marca K;Presentacion K;3;ml;1758;201060
1000000001259;9;9;Nombre L;Marca L;Presentacion L;6;ml;1759;201215
1000000001260;1;1;Nombre M;Marca M;Presentacion M;1;gr;1760;201370
1000000001261;2;2;Nombre N;Marca N;Presentacion N;6;ml;1761;201525
1000000001262;3;3;Nombre O;Marca O;Presentacion O;1;ml;1762;201680
1000000001263;4;4;Nombre P;Marca P;Presentacion P;1;gr;1763;201835
1000000001264;5;5;Nombre Q;Marca Q;Presentacion Q;9;gr;1764;201990
1000000001265;6;6;Nombre R;Marca R;Presentacion R;2;gr;1765;202145
1000000001266;7;7;Nombre S;Marca S;Presentacion S;8;ml;1766;202300
1000000001267;8;8;Nombre T;Marca T;Presentacion T;1;gr;1767;202455
1000000001268;9;9;Nombre U;Marca U;Presentacion U;3;ml;1768;202610
1000000001269;1;1;Nombre V;Marca V;Presentacion V;10;ml;1769;202765
1000000001270;2;2;Nombre W;Marca W;Presentacion W;6;gr;1770;202920
1000000001271;3;3;Nombre X;Marca X;Presentacion X;7;ml;1771;203075
1000000001272;4;4;Nombre Y;Marca Y;Presentacion Y;8;ml;1772;203230
1000000001273;5;5;Nombre Z;Marca Z;Presentacion Z;9;gr;1773;203385
1000000001274;6;6;Nombre A;Marca A;Presentacion A;4;gr;1774;203540
1000000001275;7;7;Nombre B;Marca B;Presentacion B;9;gr;1775;203695
1000000001276;8;8;Nombre C;Marca C;Presentacion C;1;ml;1776;203850
1000000001277;9;9;Nombre D;Marca D;Presentacion D;9;gr;1777;204005
1000000001278;1;1;Nombre E;Marca E;Presentacion E;5;ml;1778;204160
1000000001279;2;2;Nombre F;Marca F;Presentacion F;5;ml;1779;204315
1000000001280;3;3;Nombre G;Marca G;Presentacion G;1;gr;1780;204470
1000000001281;4;4;Nombre H;Marca H;Presentacion H;2;ml;1781;204625
1000000001282;5;5;Nombre I;Marca I;Presentacion I;8;ml;1782;204780
1000000001283;6;6;Nombre J;Marca J;Presentacion J;10;gr;1783;204935
1000000001284;7;7;Nombre K;Marca K;Presentacion K;8;gr;1784;205090
1000000001285;8;8;Nombre L;Marca L;Presentacion L;2;gr;1785;205245
1000000001286;9;9;Nombre M;Marca M;Presentacion M;5;ml;1786;205400
1000000001287;1;1;Nombre N;Marca N;Presentacion N;7;gr;1787;205555
1000000001288;2;2;Nombre O;Marca O;Presentacion O;1;ml;1788;205710
1000000001289;3;3;Nombre P;Marca P;Presentacion P;7;ml;1789;205865
1000000001290;4;4;Nombre Q;Marca Q;Presentacion Q;9;gr;1790;206020
1000000001291;5;5;Nombre R;Marca R;Presentacion R;6;ml;1791;206175
1000000001292;6;6;Nombre S;Marca S;Presentacion S;3;ml;1792;206330
1000000001293;7;7;Nombre T;Marca T;Presentacion T;1;gr;1793;206485
1000000001294;8;8;Nombre U;Marca U;Presentacion U;7;gr;1794;206640
1000000001295;9;9;Nombre V;Marca V;Presentacion V;8;gr;1795;206795
1000000001296;1;1;Nombre W;Marca W;Presentacion W;3;ml;1796;206950
1000000001297;2;2;Nombre X;Marca X;Presentacion X;7;gr;1797;207105
1000000001298;3;3;Nombre Y;Marca Y;Presentacion Y;10;ml;1798;207260
1000000001299;4;4;Nombre Z;Marca Z;Presentacion Z;5;ml;1799;207415
1000000001300;5;5;Nombre A;Marca A;Presentacion A;6;gr;1800;207570
1000000001301;6;6;Nombre B;Marca B;Presentacion B;5;ml;1801;207725
1000000001302;7;7;Nombre C;Marca C;Presentacion C;9;ml;1802;207880
1000000001303;8;8;Nombre D;Marca D;Presentacion D;9;gr;1803;208035
1000000001304;9;9;Nombre E;Marca E;Presentacion E;7;gr;1804;208190
1000000001305;1;1;Nombre F;Marca F;Presentacion F;2;gr;1805;208345
1000000001306;2;2;Nombre G;Marca G;Presentacion G;4;ml;1806;208500
1000000001307;3;3;Nombre H;Marca H;Presentacion H;4;gr;1807;208655
1000000001308;4;4;Nombre I;Marca I;Presentacion I;4;ml;1808;208810
1000000001309;5;5;Nombre J;Marca J;Presentacion J;9;ml;1809;208965
1000000001310;6;6;Nombre K;Marca K;Presentacion K;10;gr;1810;209120
1000000001311;7;7;Nombre L;Marca L;Presentacion L;3;ml;1811;209275
1000000001312;8;8;Nombre M;Marca M;Presentacion M;4;ml;1812;209430
1000000001313;9;9;Nombre N;Marca N;Presentacion N;4;gr;1813;209585
1000000001314;1;1;Nombre O;Marca O;Presentacion O;7;gr;1814;209740
1000000001315;2;2;Nombre P;Marca P;Presentacion P;8;gr;1815;209895
1000000001316;3;3;Nombre Q;Marca Q;Presentacion Q;1;ml;1816;210050
1000000001317;4;4;Nombre R;Marca R;Presentacion R;4;gr;1817;210205
1000000001318;5;5;Nombre S;Marca S;Presentacion S;10;ml;1818;210360
1000000001319;6;6;Nombre T;Marca T;Presentacion T;10;ml;1819;210515
1000000001320;7;7;Nombre U;Marca U;Presentacion U;6;gr;1820;210670
1000000001321;8;8;Nombre V;Marca V;Presentacion V;2;ml;1821;210825
1000000001322;9;9;Nombre W;Marca W;Presentacion W;8;ml;1822;210980
1000000001323;1;1;Nombre X;Marca X;Presentacion X;1;gr;1823;211135
1000000001324;2;2;Nombre Y;Marca Y;Presentacion Y;4;gr;1824;211290
1000000001325;3;3;Nombre Z;Marca Z;Presentacion Z;9;gr;1825;211445
1000000001326;4;4;Nombre A;Marca A;Presentacion A;4;ml;1826;211600
1000000001327;5;5;Nombre B;Marca B;Presentacion B;9;gr;1827;211755
1000000001328;6;6;Nombre C;Marca C;Presentacion C;8;ml;1828;211910
1000000001329;7;7;Nombre D;Marca D;Presentacion D;6;ml;1829;212065
1000000001330;8;8;Nombre E;Marca E;Presentacion E;4;gr;1830;212220
1000000001331;9;9;Nombre F;Marca F;Presentacion F;5;ml;1831;212375
1000000001332;1;1;Nombre G;Marca G;Presentacion G;9;ml;1832;212530
1000000001333;2;2;Nombre H;Marca H;Presentacion H;2;gr;1833;212685
1000000001334;3;3;Nombre I;Marca I;Presentacion I;7;gr;1834;212840
1000000001335;4;4;Nombre J;Marca J;Presentacion J;9;gr;1835;212995
1000000001336;5;5;Nombre K;Marca K;Presentacion K;1;ml;1836;213150
1000000001337;6;6;Nombre L;Marca L;Presentacion L;1;gr;1837;213305
1000000001338;7;7;Nombre M;Marca M;Presentacion M;9;ml;1838;213460
1000000001339;8;8;Nombre N;Marca N;Presentacion N;1;ml;1839;213615
1000000001340;9;9;Nombre O;Marca O;Presentacion O;6;gr;1840;213770
1000000001341;1;1;Nombre P;Marca P;Presentacion P;3;ml;1841;213925
1000000001342;2;2;Nombre Q;Marca Q;Presentacion Q;1;ml;1842;214080
1000000001343;3;3;Nombre R;Marca R;Presentacion R;7;gr;1843;214235
1000000001344;4;4;Nombre S;Marca S;Presentacion S;3;gr;1844;214390
1000000001345;5;5;Nombre T;Marca T;Presentacion T;6;gr;1845;214545
1000000001346;6;6;Nombre U;Marca U;Presentacion U;2;ml;1846;214700
1000000001347;7;7;Nombre V;Marca V;Presentacion V;5;gr;1847;214855
1000000001348;8;8;Nombre W;Marca W;Presentacion W;5;ml;1848;215010
1000000001349;9;9;Nombre X;Marca X;Presentacion X;6;ml;1849;215165
1000000001350;1;1;Nombre Y;Marca Y;Presentacion Y;8;gr;1850;215320
1000000001351;2;2;Nombre Z;Marca Z;Presentacion Z;3;ml;1851;215475
1000000001352;3;3;Nombre A;Marca A;Presentacion A;9;ml;1852;215630
1000000001353;4;4;Nombre B;Marca B;Presentacion B;2;gr;1853;215785
1000000001354;5;5;Nombre C;Marca C;Presentacion C;1;gr;1854;215940
1000000001355;6;6;Nombre D;Marca D;Presentacion D;8;gr;1855;216095
1000000001356;7;7;Nombre E;Marca E;Presentacion E;5;ml;1856;216250
1000000001357;8;8;Nombre F;Marca F;Presentacion F;9;gr;1857;216405
1000000001358;9;9;Nombre G;Marca G;Presentacion G;4;ml;1858;216560
1000000001359;1;1;Nombre H;Marca H;Presentacion H;9;ml;1859;216715
1000000001360;2;2;Nombre I;Marca I;Presentacion I;10;gr;1860;216870
1000000001361;3;3;Nombre J;Marca J;Presentacion J;5;ml;1861;217025
1000000001362;4;4;Nombre K;Marca K;Presentacion K;6;ml;1862;217180
1000000001363;5;5;Nombre L;Marca L;Presentacion L;2;gr;1863;217335
1000000001364;6;6;Nombre M;Marca M;Presentacion M;10;gr;1864;217490
1000000001365;7;7;Nombre N;Marca N;Presentacion N;4;gr;1865;217645
1000000001366;8;8;Nombre O;Marca O;Presentacion O;8;ml;1866;217800
1000000001367;9;9;Nombre P;Marca P;Presentacion P;7;gr;1867;217955
1000000001368;1;1;Nombre Q;Marca Q;Presentacion Q;1;ml;1868;218110
1000000001369;2;2;Nombre R;Marca R;Presentacion R;7;ml;1869;218265
