IDSUCURSAL;CODIGOBARRASPRODUCTO;IDCATEGORIAPROD;IDTIPOPROD;CAPAVOL;CAPAPESO;CANTIDAD;TIPOALMA;NIVELREAVAST;;;Aleatorio;"""(ENTERO(ALEATORIO()*200)+100)"""
5;1000000001808;9;9;526224;65278680;179;1;36;;;228;
5;1000000001809;1;1;953617;118310045;92;2;53;;;413;
6;1000000001810;2;2;990990;122959980;426;1;85;;;429;
6;1000000001811;3;3;510731;63377275;155;2;4;;;221;
7;1000000001812;4;4;277440;34431600;4;1;6;;;120;
7;1000000001813;5;5;721656;89570520;51;2;31;;;312;
8;1000000001814;6;6;548418;68075880;8;1;16;;;237;
8;1000000001815;7;7;340305;42247065;96;2;19;;;147;
9;1000000001816;8;8;794388;98629650;207;1;44;;;343;
9;1000000001817;9;9;1093624;135796760;186;2;47;;;472;
10;1000000001818;1;1;521550;64768500;53;1;15;;;225;
10;1000000001819;2;2;299151;37153935;52;2;21;;;129;
11;1000000001820;3;3;255200;31698700;92;1;5;;;110;
11;1000000001821;4;4;770572;95723900;271;2;33;;;332;
12;1000000001822;5;5;506196;62888640;149;1;8;;;218;
12;1000000001823;6;6;926877;115165365;286;2;51;;;399;
13;1000000001824;7;7;941220;116959950;133;1;36;;;405;
13;1000000001825;8;8;253425;31495005;17;2;3;;;109;
14;1000000001826;9;9;974594;121132900;237;1;41;;;419;
14;1000000001827;1;1;726024;90247560;72;2;28;;;312;
15;1000000001828;2;2;928872;115474590;76;1;79;;;399;
15;1000000001829;3;3;805834;100189490;245;2;48;;;346;
16;1000000001830;4;4;382120;47514080;116;1;29;;;164;
16;1000000001831;5;5;1139859;141748875;277;2;73;;;489;
17;1000000001832;6;6;970112;120652480;143;1;54;;;416;
17;1000000001833;7;7;328953;40916085;53;2;9;;;141;
18;1000000001834;8;8;1061970;132104700;353;1;77;;;455;
18;1000000001835;9;9;749535;93248895;177;2;16;;;321;
19;1000000001836;1;1;927392;115388050;79;1;39;;;397;
19;1000000001837;2;2;493107;61359855;187;2;8;;;211;
20;1000000001838;3;3;946890;117838800;229;1;56;;;405;
20;1000000001839;4;4;498207;62007495;44;2;8;;;213;
21;1000000001840;5;5;479700;59710350;8;1;18;;;205;
21;1000000001841;6;6;510338;63530650;36;2;43;;;218;
22;1000000001842;7;7;1058584;131794160;432;1;90;;;452;
22;1000000001843;8;8;752103;93646935;175;2;64;;;321;
23;1000000001844;9;9;939944;117047890;43;1;20;;;401;
23;1000000001845;1;1;872340;108640740;271;2;18;;;372;
24;1000000001846;2;2;966552;120386400;5;1;41;;;412;
24;1000000001847;3;3;903595;112556675;321;2;26;;;385;
25;1000000001848;4;4;516560;64352200;138;1;4;;;220;
25;1000000001849;5;5;530874;66142290;41;2;6;;;226;
26;1000000001850;6;6;930600;115956720;223;1;79;;;396;
26;1000000001851;7;7;507816;63282600;208;2;21;;;216;
27;1000000001852;8;8;997248;124287120;380;1;12;;;424;
27;1000000001853;9;9;536484;66868980;93;2;38;;;228;
28;1000000001854;1;1;913352;113854720;148;1;7;;;388;
28;1000000001855;2;2;871350;108630150;66;2;11;;;370;
29;1000000001856;3;3;895280;111625000;352;1;45;;;380;
29;1000000001857;4;4;883875;110214375;24;2;71;;;375;
30;1000000001858;5;5;1016298;126739860;319;1;43;;;431;
30;1000000001859;6;6;485954;60608290;66;2;35;;;206;
31;1000000001860;7;7;370520;46216090;42;1;3;;;157;
31;1000000001861;8;8;783852;97782300;75;2;63;;;332;
32;1000000001862;9;9;309422;38603080;54;1;14;;;131;
32;1000000001863;1;1;319005;39802725;60;2;24;;;135;
33;1000000001864;2;2;1082712;135105420;342;1;41;;;458;
33;1000000001865;3;3;695310;86772630;165;2;32;;;294;
34;1000000001866;4;4;485030;60536500;176;1;2;;;205;
34;1000000001867;5;5;949167;118477455;384;2;40;;;401;
35;1000000001868;6;6;968512;120904490;405;1;69;;;409;
35;1000000001869;7;7;530656;66251360;42;2;38;;;224;
36;1000000001870;8;8;327060;40836960;85;1;22;;;138;
36;1000000001871;9;9;433893;54181725;128;2;36;;;183;
37;1000000001872;1;1;407984;50951560;124;1;30;;;172;
37;1000000001873;2;2;951573;118850385;385;2;64;;;401;
38;1000000001874;3;3;458182;57232220;73;1;36;;;193;
38;1000000001875;4;4;275500;34416620;25;2;20;;;116;
39;1000000001876;5;5;995544;124380150;238;1;41;;;419;
39;1000000001877;6;6;682199;85240435;211;2;48;;;287;
40;1000000001878;7;7;1112904;139070880;125;1;88;;;468;
40;1000000001879;8;8;925431;115655535;19;2;38;;;389;
41;1000000001880;9;9;742560;92810640;209;1;53;;;312;
41;1000000001881;1;1;421437;52679625;65;2;1;;;177;
42;1000000001882;2;2;747948;93502920;249;1;15;;;314;
42;1000000001883;3;3;919838;115002910;288;2;73;;;386;
43;1000000001884;4;4;741424;92705990;20;1;52;;;311;
43;1000000001885;5;5;414990;51894630;112;2;13;;;174;
44;1000000001886;6;6;291092;36404800;86;1;7;;;122;
44;1000000001887;7;7;350889;43887585;143;2;23;;;147;
45;1000000001888;8;8;1134300;141887250;19;1;76;;;475;
45;1000000001889;9;9;470633;58876405;109;2;27;;;197;
46;1000000001890;1;1;1001410;125289380;390;1;50;;;419;
46;1000000001891;2;2;738819;92445075;53;2;40;;;309;
47;1000000001892;3;3;813280;101772200;80;1;40;;;340;
47;1000000001893;4;4;859087;107515115;71;2;64;;;359;
48;1000000001894;5;5;332766;41649960;39;1;13;;;139;
48;1000000001895;6;6;421520;52763920;172;2;28;;;176;
49;1000000001896;7;7;924856;115780700;161;1;54;;;386;
49;1000000001897;8;8;270861;33911865;27;2;19;;;113;
50;1000000001898;9;9;1028742;128811540;17;1;17;;;429;
50;1000000001899;1;1;640533;80210805;146;2;21;;;267;
51;1000000001900;2;2;525600;65824830;164;1;6;;;219;
51;1000000001901;3;3;605052;75782700;81;2;17;;;252;
52;1000000001902;4;4;324270;40618800;21;1;12;;;135;
52;1000000001903;5;5;605556;75860820;36;2;30;;;252;
53;1000000001904;6;6;675524;84634390;240;1;39;;;281;
53;1000000001905;7;7;800865;100347885;28;2;46;;;333;
54;1000000001906;8;8;644808;80802000;12;1;48;;;268;
54;1000000001907;9;9;970021;121566965;176;2;12;;;403;
55;1000000001908;1;1;729624;91448430;128;1;36;;;303;
55;1000000001909;2;2;672111;84248235;109;2;33;;;279;
56;1000000001910;3;3;968820;121452240;157;1;72;;;402;
56;1000000001911;4;4;957167;120003175;121;2;27;;;397;
57;1000000001912;5;5;648828;81353670;39;1;32;;;269;
57;1000000001913;6;6;308864;38730880;57;2;3;;;128;
58;1000000001914;7;7;246228;30879480;43;1;19;;;102;
58;1000000001915;8;8;782460;98137980;63;2;48;;;324;
59;1000000001916;9;9;512192;64246600;19;1;14;;;212;
59;1000000001917;1;1;306959;38507035;12;2;7;;;127;
60;1000000001918;2;2;353028;44290560;65;1;8;;;146;
60;1000000001919;3;3;945829;118674365;268;2;3;;;391;
61;1000000001920;4;4;667920;83812920;205;1;22;;;276;
61;1000000001921;5;5;1191132;149481900;122;2;83;;;492;
62;1000000001922;6;6;833168;104569120;288;1;13;;;344;
62;1000000001923;7;7;957085;120133325;39;2;35;;;395;
63;1000000001924;8;8;705384;88548390;146;1;34;;;291;
63;1000000001925;9;9;695975;87375715;12;2;14;;;287;
64;1000000001926;1;1;710818;89247800;111;1;43;;;293;
64;1000000001927;2;2;1106712;138968280;23;2;4;;;456;
65;1000000001928;3;3;752680;94522100;92;1;6;;;310;
65;1000000001929;4;4;850150;106772750;303;2;63;;;350;
66;1000000001930;5;5;857790;107742660;196;1;52;;;353;
66;1000000001931;6;6;695266;87337250;164;2;31;;;286;
67;1000000001932;7;7;296704;37274660;13;1;13;;;122;
67;1000000001933;8;8;734766;92316870;281;2;36;;;302;
68;1000000001934;9;9;686388;86246880;34;1;5;;;282;
68;1000000001935;1;1;477260;59975020;183;2;13;;;196;
69;1000000001936;2;2;874524;109907850;242;1;50;;;359;
69;1000000001937;3;3;1162449;146107485;316;2;62;;;477;
70;1000000001938;4;4;1053216;132390720;365;1;8;;;432;
70;1000000001939;5;5;1068282;134297370;171;2;30;;;438;
71;1000000001940;6;6;976000;122708000;265;1;68;;;400;
71;1000000001941;7;7;1000810;125839250;379;2;73;;;410;
72;1000000001942;8;8;1028082;129280680;171;1;84;;;421;
72;1000000001943;9;9;505701;63597645;154;2;35;;;207;
73;1000000001944;1;1;403260;50719350;138;1;13;;;165;
73;1000000001945;2;2;481665;60586365;180;2;15;;;197;
74;1000000001946;3;3;525890;66155500;44;1;19;;;215;
74;1000000001947;4;4;276511;34787615;14;2;3;;;113;
75;1000000001948;5;5;731952;92094990;291;1;50;;;299;
75;1000000001949;6;6;631842;79506570;130;2;23;;;258;
76;1000000001950;7;7;463050;58272480;187;1;5;;;189;
76;1000000001951;8;8;1117656;140664600;364;2;91;;;456;
77;1000000001952;9;9;1186768;149376920;206;1;53;;;484;
77;1000000001953;1;1;338514;42612330;33;2;6;;;138;
78;1000000001954;2;2;903072;113689920;272;1;44;;;368;
78;1000000001955;3;3;716860;90255740;76;2;20;;;292;
79;1000000001956;4;4;685224;86280750;81;1;16;;;279;
79;1000000001957;5;5;791154;99628410;302;2;22;;;322;
80;1000000001958;6;6;715278;90081960;247;1;52;;;291;
80;1000000001959;7;7;1091796;137513460;327;2;31;;;444;
81;1000000001960;8;8;1020900;128596050;213;1;37;;;415;
81;1000000001961;9;9;657087;82776675;163;2;5;;;267;
82;1000000001962;1;1;1228538;154779820;488;1;94;;;499;
82;1000000001963;2;2;559101;70446045;118;2;36;;;227;
83;1000000001964;3;3;978208;123264530;173;1;3;;;397;
83;1000000001965;4;4;1165945;146935085;65;2;4;;;473;
84;1000000001966;5;5;515394;64957200;164;1;14;;;209;
84;1000000001967;6;6;545207;68721055;136;2;41;;;221;
85;1000000001968;7;7;592320;74666400;167;1;12;;;240;
85;1000000001969;8;8;540711;68167035;43;2;4;;;219;
86;1000000001970;9;9;612560;77232160;39;1;19;;;248;
86;1000000001971;1;1;385476;48605700;24;2;9;;;156;
87;1000000001972;2;2;383160;48318150;149;1;10;;;155;
87;1000000001973;3;3;828455;104481475;24;2;30;;;335;
88;1000000001974;4;4;586338;73953480;9;1;37;;;237;
88;1000000001975;5;5;757350;95531670;7;2;36;;;306;
89;1000000001976;6;6;690804;87145650;4;1;11;;;279;
89;1000000001977;7;7;842180;106251700;37;2;30;;;340;
90;1000000001978;8;8;361788;45648360;66;1;5;;;146;
90;1000000001979;9;9;909793;114803105;93;2;7;;;367;
91;1000000001980;1;1;1093680;138019770;286;1;39;;;441;
91;1000000001981;2;2;498681;62938125;126;2;6;;;201;
92;1000000001982;3;3;496400;62656000;149;1;18;;;200;
92;1000000001983;4;4;335205;42313725;41;2;1;;;135;
93;1000000001984;5;5;660744;83414940;42;1;23;;;266;
93;1000000001985;6;6;695800;87848600;29;2;28;;;280;
94;1000000001986;7;7;820380;103587000;54;1;23;;;330;
94;1000000001987;8;8;375537;47422305;85;2;15;;;151;
95;1000000001988;9;9;913096;115315070;248;1;62;;;367;
95;1000000001989;1;1;263834;33322690;87;2;5;;;106;
96;1000000001990;2;2;1150380;145308240;315;1;50;;;462;
96;1000000001991;3;3;640187;80871475;153;2;35;;;257;
97;1000000001992;4;4;809900;102319750;179;1;42;;;325;
97;1000000001993;5;5;1004679;126938955;332;2;20;;;403;
98;1000000001994;6;6;384076;48531560;6;1;7;;;154;
98;1000000001995;7;7;1005485;127063885;392;2;40;;;403;
99;1000000001996;8;8;616512;77916150;143;1;17;;;247;
99;1000000001997;9;9;574310;72589150;193;2;36;;;230;
100;1000000001998;1;1;1014188;128198560;332;1;12;;;406;
100;1000000001999;2;2;557277;70449045;58;2;4;;;223;
101;1000000002000;3;3;502500;63530070;48;1;40;;;201;
101;1000000002001;4;4;677771;85696975;0;2;32;;;271;
102;1000000002002;5;5;1195956;151229640;470;1;95;;;478;
102;1000000002003;6;6;325390;41149550;6;2;6;;;130;
103;1000000002004;7;7;976560;123509100;52;1;15;;;390;
103;1000000002005;8;8;305610;38655090;102;2;6;;;122;
104;1000000002006;9;9;964810;122045000;45;1;34;;;385;
104;1000000002007;1;1;945139;119567435;343;2;49;;;377;
105;1000000002008;2;2;300960;38077200;37;1;20;;;120;
105;1000000002009;3;3;551980;69842300;20;2;26;;;220;
106;1000000002010;4;4;818260;103544120;12;1;48;;;326;
106;1000000002011;5;5;276210;34955250;8;2;9;;;110;
107;1000000002012;6;6;741040;93789350;117;1;53;;;295;
107;1000000002013;7;7;861959;109103155;53;2;51;;;343;
108;1000000002014;8;8;1194150;151164000;134;1;61;;;475;
108;1000000002015;9;9;492940;62405420;44;2;23;;;196;
109;1000000002016;1;1;898212;113722350;298;1;3;;;357;
109;1000000002017;2;2;656937;83182005;252;2;7;;;261;
110;1000000002018;3;3;1032380;130732600;325;1;36;;;410;
110;1000000002019;4;4;639826;81029810;101;2;40;;;254;
111;1000000002020;5;5;1136520;143945670;331;1;22;;;451;
111;1000000002021;6;6;1134450;143696250;385;2;54;;;450;
112;1000000002022;7;7;534664;67729760;85;1;23;;;212;
112;1000000002023;8;8;1029384;130411080;351;2;16;;;408;
113;1000000002024;9;9;969216;122799360;132;1;72;;;384;
113;1000000002025;1;1;820625;103982125;275;2;39;;;325;
114;1000000002026;2;2;727488;92188800;253;1;54;;;288;
114;1000000002027;3;3;886977;112409505;30;2;24;;;351;
115;1000000002028;4;4;305888;38769610;8;1;9;;;121;
115;1000000002029;5;5;1072296;135919560;101;2;63;;;424;
116;1000000002030;6;6;695750;88198000;114;1;52;;;275;
116;1000000002031;7;7;789672;100113000;296;2;31;;;312;
117;1000000002032;8;8;833028;105618870;81;1;59;;;329;
117;1000000002033;9;9;260899;33082055;61;2;14;;;103;
118;1000000002034;1;1;909706;115361060;272;1;68;;;359;
118;1000000002035;2;2;413205;52403685;107;2;29;;;163;
119;1000000002036;3;3;806448;102284700;129;1;47;;;318;
119;1000000002037;4;4;641861;81416665;122;2;20;;;253;
120;1000000002038;5;5;657342;83387640;253;1;51;;;259;
120;1000000002039;6;6;1020678;129490230;94;2;32;;;402;
121;1000000002040;7;7;1109980;140831990;73;1;74;;;437;
121;1000000002041;8;8;1148532;145736100;15;2;27;;;452;
122;1000000002042;9;9;950708;120644920;12;1;3;;;374;
122;1000000002043;1;1;813760;103275200;309;2;54;;;320;
123;1000000002044;2;2;325632;41329920;80;1;1;;;128;
123;1000000002045;3;3;1249595;158615095;315;2;58;;;491;
124;1000000002046;4;4;1234810;156752000;392;1;9;;;485;
124;1000000002047;5;5;257247;32658855;54;2;13;;;101;
125;1000000002048;6;6;659932;83789090;255;1;41;;;259;
125;1000000002049;7;7;813131;103249135;178;2;63;;;319;
126;1000000002050;8;8;640050;81278820;249;1;35;;;251;
126;1000000002051;9;9;1183664;150324400;232;2;69;;;464;
127;1000000002052;1;1;775808;98535520;23;1;12;;;304;
127;1000000002053;2;2;1039071;131983995;370;2;65;;;407;
128;1000000002054;3;3;710012;90194320;27;1;13;;;278;
128;1000000002055;4;4;1213625;154182625;357;2;14;;;475;
129;1000000002056;5;5;291384;37021500;67;1;9;;;114;
129;1000000002057;6;6;1171106;148806490;354;2;27;;;458;
130;1000000002058;7;7;956692;121572440;362;1;18;;;374;
130;1000000002059;8;8;859824;109272240;263;2;16;;;336;
131;1000000002060;9;9;727040;92405080;82;1;36;;;284;
131;1000000002061;1;1;412321;52409525;60;2;3;;;161;
132;1000000002062;2;2;917196;116593440;36;1;14;;;358;
132;1000000002063;3;3;622809;79177905;38;2;24;;;243;
133;1000000002064;4;4;1125596;143109610;4;1;26;;;439;
133;1000000002065;5;5;441180;56096940;56;2;34;;;172;
134;1000000002066;6;6;1052060;133783000;167;1;12;;;410;
134;1000000002067;7;7;572441;72799465;167;2;2;;;223;
135;1000000002068;8;8;1281432;162978390;181;1;84;;;499;
135;1000000002069;9;9;277452;35290620;86;2;8;;;108;
136;1000000002070;1;1;413770;52634120;14;1;1;;;161;
136;1000000002071;2;2;521913;66396225;126;2;14;;;203;
137;1000000002072;3;3;588988;74935670;165;1;43;;;229;
137;1000000002073;4;4;275311;35030195;69;2;19;;;107;
138;1000000002074;5;5;1150578;146410380;357;1;35;;;447;
138;1000000002075;6;6;363075;46204995;138;2;11;;;141;
139;1000000002076;7;7;546112;69504200;17;1;31;;;212;
139;1000000002077;8;8;943182;120049830;181;2;7;;;366;
140;1000000002078;9;9;889410;113215200;58;1;17;;;345;
140;1000000002079;1;1;296585;37756225;72;2;4;;;115;
141;1000000002080;2;2;1127460;143541390;280;1;48;;;437;
141;1000000002081;3;3;810434;103188250;72;2;12;;;314;
142;1000000002082;4;4;588696;74961840;31;1;45;;;228;
142;1000000002083;5;5;816228;103943460;282;2;44;;;316;
143;1000000002084;6;6;715768;91157930;55;1;16;;;277;
143;1000000002085;7;7;266255;33912235;79;2;9;;;103;
144;1000000002086;8;8;866310;110349000;53;1;67;;;335;
144;1000000002087;9;9;1024452;130503780;252;2;67;;;396;
145;1000000002088;1;1;618532;78800690;91;1;33;;;239;
145;1000000002089;2;2;548868;69931380;104;2;12;;;212;
146;1000000002090;3;3;1289820;164349960;362;1;94;;;498;
146;1000000002091;4;4;1181496;150559800;43;2;72;;;456;
147;1000000002092;5;5;466560;59459400;111;1;23;;;180;
147;1000000002093;6;6;1050165;133846425;185;2;32;;;405;
148;1000000002094;7;7;568086;72410160;129;1;21;;;219;
148;1000000002095;8;8;1134015;144557415;135;2;56;;;437;
149;1000000002096;9;9;1264252;161172650;36;1;9;;;487;
149;1000000002097;1;1;1134889;144692885;340;2;39;;;437;
150;1000000002098;2;2;607932;77514840;122;1;30;;;234;
150;1000000002099;3;3;667943;85173655;128;2;15;;;257;
1;1000000002100;4;4;278200;35477990;96;1;9;;;107;
1;1000000002101;5;5;762093;97195425;275;2;29;;;293;
2;1000000002102;6;6;738968;94253920;242;1;39;;;284;
2;1000000002103;7;7;775694;98946430;199;2;29;;;298;
3;1000000002104;8;8;1273356;162440910;436;1;92;;;489;
3;1000000002105;9;9;708560;90397840;115;2;10;;;272;
4;1000000002106;1;1;841738;107397500;70;1;35;;;323;
4;1000000002107;2;2;677820;86490300;219;2;28;;;260;
5;1000000002108;3;3;597232;76213490;219;1;6;;;229;
5;1000000002109;4;4;876624;111876240;193;2;57;;;336;
6;1000000002110;5;5;644670;82280640;108;1;41;;;247;
6;1000000002111;6;6;449092;57323300;160;2;27;;;172;
7;1000000002112;7;7;744420;95027550;165;1;31;;;285;
7;1000000002113;8;8;624507;79726815;134;2;14;;;239;
8;1000000002114;9;9;875690;111802900;52;1;36;;;335;
8;1000000002115;1;1;1093070;139568110;81;2;71;;;418;
9;1000000002116;2;2;546744;69816450;1;1;18;;;209;
9;1000000002117;3;3;826972;105608780;34;2;37;;;316;
10;1000000002118;4;4;303688;38785760;14;1;13;;;116;
10;1000000002119;5;5;1215216;155214960;321;2;27;;;464;
11;1000000002120;6;6;691680;88352880;188;1;47;;;264;
11;1000000002121;7;7;720775;92076875;54;2;27;;;275;
12;1000000002122;8;8;372324;47567160;141;1;12;;;142;
12;1000000002123;9;9;367220;46918900;45;2;8;;;140;
13;1000000002124;1;1;624512;79799020;176;1;33;;;238;
13;1000000002125;2;2;509250;65076330;182;2;27;;;194;
14;1000000002126;3;3;724776;92625600;7;1;5;;;276;
14;1000000002127;4;4;373034;47677210;15;2;24;;;142;
15;1000000002128;5;5;1193112;152503140;415;1;18;;;454;
15;1000000002129;6;6;757152;96786720;214;2;57;;;288;
16;1000000002130;7;7;1178240;150626560;235;1;62;;;448;
16;1000000002131;8;8;1297083;165832875;70;2;49;;;493;
17;1000000002132;9;9;805392;102978180;24;1;52;;;306;
17;1000000002133;1;1;1308601;167332445;369;2;54;;;497;
18;1000000002134;2;2;347688;44462880;102;1;10;;;132;
18;1000000002135;3;3;447950;57289150;105;2;30;;;170;
19;1000000002136;4;4;677452;86647550;165;1;20;;;257;
19;1000000002137;5;5;1289493;164942145;108;2;39;;;489;
20;1000000002138;6;6;1184462;151519540;148;1;71;;;449;
20;1000000002139;7;7;802256;102634960;136;2;9;;;304;
21;1000000002140;8;8;575520;73633860;205;1;26;;;218;
21;1000000002141;9;9;1201655;153755875;81;2;45;;;455;
22;1000000002142;1;1;1019812;130498880;142;1;77;;;386;
22;1000000002143;2;2;290730;37205850;54;2;7;;;110;
23;1000000002144;3;3;708592;90688520;86;1;45;;;268;
23;1000000002145;4;4;610995;78203895;67;2;9;;;231;
24;1000000002146;5;5;1278018;163592100;237;1;82;;;483;
24;1000000002147;6;6;653809;83697185;157;2;2;;;247;
25;1000000002148;7;7;1273688;163063810;277;1;24;;;481;
25;1000000002149;8;8;1017216;130239360;351;2;3;;;384;
26;1000000002150;9;9;1237550;158462440;102;1;70;;;467;
26;1000000002151;1;1;644193;82492425;237;2;14;;;243;
27;1000000002152;2;2;517140;66227850;3;1;37;;;195;
27;1000000002153;3;3;626108;80189260;81;2;44;;;236;
28;1000000002154;4;4;371560;47591600;114;1;18;;;140;
28;1000000002155;5;5;1160235;148621515;84;2;43;;;437;
29;1000000002156;6;6;459488;58863250;28;1;17;;;173;
29;1000000002157;7;7;1317872;168840880;303;2;29;;;496;
30;1000000002158;8;8;1289130;165171600;452;1;33;;;485;
30;1000000002159;9;9;441394;56558690;150;2;6;;;166;
31;1000000002160;1;1;1298080;166344560;403;1;9;;;488;
31;1000000002161;2;2;537522;68887050;37;2;40;;;202;
32;1000000002162;3;3;415272;53224080;23;1;20;;;156;
32;1000000002163;4;4;785585;100693825;233;2;56;;;295;
33;1000000002164;5;5;1153512;147865170;406;1;21;;;433;
33;1000000002165;6;6;663585;85069605;30;2;12;;;249;
34;1000000002166;7;7;797134;102198200;27;1;38;;;299;
34;1000000002167;8;8;1272159;163112535;280;2;90;;;477;
35;1000000002168;9;9;653660;83816950;229;1;9;;;245;
35;1000000002169;1;1;581842;74613770;73;2;39;;;218;
36;1000000002170;2;2;1001250;128407500;363;1;11;;;375;
36;1000000002171;3;3;675763;86671475;40;2;12;;;253;
37;1000000002172;4;4;855040;109673600;257;1;9;;;320;
37;1000000002173;5;5;550638;70634310;25;2;14;;;206;
38;1000000002174;6;6;1310260;168089600;228;1;9;;;490;
38;1000000002175;7;7;623275;79964435;1;2;32;;;233;
39;1000000002176;8;8;974064;124979400;224;1;43;;;364;
39;1000000002177;9;9;717436;92059340;146;2;48;;;268;
40;1000000002178;1;1;830180;106534600;92;1;49;;;310;
40;1000000002179;2;2;648318;83203230;148;2;36;;;242;
41;1000000002180;3;3;892440;114542010;176;1;26;;;333;
41;1000000002181;4;4;372659;47833375;71;2;15;;;139;
42;1000000002182;5;5;565902;72643080;5;1;2;;;211;
42;1000000002183;6;6;287081;36854545;85;2;1;;;107;
43;1000000002184;7;7;1296372;166436970;315;1;77;;;483;
43;1000000002185;8;8;896790;115144830;251;2;43;;;334;
44;1000000002186;9;9;1278536;164172400;437;1;66;;;476;
44;1000000002187;1;1;972694;124909910;121;2;57;;;362;
45;1000000002188;2;2;741888;95277960;30;1;8;;;276;
45;1000000002189;3;3;510910;65619350;122;2;24;;;190;
46;1000000002190;4;4;406190;52173520;48;1;22;;;151;
46;1000000002191;5;5;1194804;153479700;47;2;62;;;444;
47;1000000002192;6;6;390340;50145350;74;1;2;;;145;
47;1000000002193;7;7;1034112;132858240;36;2;61;;;384;
48;1000000002194;8;8;1260792;161993520;74;1;70;;;468;
